MW,WLogP,TPSA,HBD,HBA,Lipinski_violations,Lipinski_pass,GIA_pass,BBB_pass,n_structural_alerts,structural_alerts,alert_free,id,smiles
336.26500000000004,4.278300000000002,70.67,2,4,0,True,True,True,0,,True,cand_019,O=c1c(O)c(-c2ccc(CF)c(C(F)F)c2)oc2cccc(O)c12
365.4290000000002,4.423900000000004,73.91,2,5,0,True,True,True,0,,True,cand_020,CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1N1CCCCC1
330.286,4.451800000000003,70.67,2,4,0,True,True,True,0,,True,cand_021,C=Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)F
310.34900000000005,4.132120000000004,70.67,2,4,0,True,True,True,0,,True,cand_022,CCCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
351.4020000000002,4.169920000000004,73.91,2,5,0,True,True,True,0,,True,cand_023,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N1CCCCC1
393.36100000000005,3.994100000000003,73.91,2,5,0,True,True,True,0,,True,cand_024,CN(C)CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
380.4440000000002,3.1854000000000022,77.14999999999999,2,6,0,True,True,True,0,,True,cand_025,CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N1CCN(C)CC1
310.34900000000005,4.303020000000004,70.67,2,4,0,True,True,True,0,,True,cand_026,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(C)C
324.3760000000001,4.477120000000004,70.67,2,4,0,True,True,True,0,,True,cand_027,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(C)(C)C
296.322,3.7420200000000037,70.67,2,4,0,True,True,True,0,,True,cand_028,CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
365.4290000000002,4.423900000000005,73.91,2,5,0,True,True,True,0,,True,cand_029,CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1N1CCCCC1
332.30199999999996,4.3712000000000035,70.67,2,4,0,True,True,True,0,,True,cand_030,CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)F
294.30600000000004,3.8226200000000023,70.67,2,4,0,True,True,True,0,,True,cand_031,C=Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
379.334,4.346100000000003,73.91,2,5,0,True,True,True,0,,True,cand_032,CCN(C)c1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(F)(F)F
324.3760000000001,4.386100000000004,70.67,2,4,0,True,True,True,0,,True,cand_033,CCCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1CC
347.31699999999995,3.8748000000000022,73.91,2,5,0,True,True,True,0,,True,cand_034,CN(C)c1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)F
312.29600000000005,3.9837000000000025,70.67,2,4,0,True,True,True,0,,True,cand_035,C=Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1CF
282.295,3.4880400000000025,70.67,2,4,0,True,True,True,0,,True,cand_036,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
300.285,3.6491200000000026,70.67,2,4,0,True,True,True,0,,True,cand_037,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1CF
338.4030000000001,4.731100000000005,70.67,2,4,0,True,True,True,0,,True,cand_038,CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(C)(C)C
310.34900000000005,3.996000000000003,70.67,2,4,0,True,True,True,0,,True,cand_039,CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1CC
294.30600000000004,3.8226200000000023,70.67,2,4,0,True,True,True,0,,True,cand_040,C=Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
339.39100000000013,3.2837200000000033,73.91,2,5,0,True,True,True,0,,True,cand_041,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1CCN(C)C
296.322,3.742020000000003,70.67,2,4,0,True,True,True,0,,True,cand_042,CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
324.3760000000001,4.477120000000004,70.67,2,4,0,True,True,True,0,,True,cand_043,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C(C)(C)C
346.32899999999995,4.761300000000004,70.67,2,4,0,True,True,True,0,,True,cand_044,CCCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)F
300.285,3.6491200000000026,70.67,2,4,0,True,True,True,0,,True,cand_045,Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1CF
308.3330000000001,4.076600000000003,70.67,2,4,0,True,True,True,0,,True,cand_046,C=Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1CC
314.31200000000007,3.691620000000003,70.67,2,4,0,True,True,True,0,,True,cand_047,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1CCF
306.31700000000006,4.157200000000003,70.67,2,4,0,True,True,True,0,,True,cand_048,C=Cc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C=C
338.4030000000001,4.632100000000005,70.67,2,4,0,True,True,True,0,,True,cand_049,CCc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1CC(C)C
350.292,4.4524000000000035,70.67,2,4,0,True,True,True,0,,True,cand_050,CCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C(F)(F)F
324.3760000000001,4.378120000000004,70.67,2,4,0,True,True,True,0,,True,cand_051,Cc1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1CC(C)C
324.37600000000003,4.522220000000004,70.67,2,4,0,True,True,True,0,,True,cand_052,CCCCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
324.37600000000003,4.386100000000003,70.67,2,4,0,True,True,True,0,,True,cand_053,CCCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1CC
339.3910000000001,4.025820000000004,73.91,2,5,0,True,True,True,0,,True,cand_054,CCN(CC)c1cc(-c2oc3cccc(O)c3c(=O)c2O)ccc1C
310.349,4.132120000000003,70.67,2,4,0,True,True,True,0,,True,cand_055,CCCc1ccc(-c2oc3cccc(O)c3c(=O)c2O)cc1C
420.3870000000001,3.6418000000000035,77.15,2,6,0,True,True,True,0,,True,cand_056,CN1CCN(c2cc(-c3oc4cccc(O)c4c(=O)c3O)ccc2C(F)(F)F)CC1
